code_muni,name_muni,abbrev_state,n_anos,distribuicao,idf_k,idf_a,idf_b,idf_c,idf_r2,intensidade_tr100_24h_mm_h,chuva_max_media_mm,pct_anos_vizinhanca
4313201,Nova Petrópolis,RS,65,Gumbel,898.41,0.1385,11.827,0.758,0.9992,6.63,77.7,0.0
4314423,Picada Café,RS,65,GEV,898.79,0.1125,11.827,0.758,0.9991,5.88,74.8,0.0
4322541,Vale Real,RS,65,Log-Normal,931.26,0.1278,11.827,0.758,0.9991,6.53,77.5,0.0
4302709,Butiá,RS,65,GEV,817.84,0.1549,11.827,0.758,0.999,6.48,69.6,0.0
4305355,Charqueadas,RS,65,GEV,819.03,0.1361,11.827,0.758,0.999,5.95,68.4,0.0
4308805,General Câmara,RS,65,Normal,884.55,0.0988,11.827,0.758,0.999,5.42,68.0,0.0
4312252,Minas do Leão,RS,65,GEV,776.73,0.1899,11.827,0.758,0.9992,7.25,70.7,0.0
4318408,São Jerônimo,RS,65,Gama,809.26,0.1438,11.827,0.758,0.9989,6.09,67.2,0.0
4322004,Triunfo,RS,65,GEV,823.37,0.1366,11.827,0.758,0.999,6.0,68.6,0.0
4314753,Poço das Antas,RS,65,Log-Normal,871.89,0.1338,11.827,0.758,0.999,6.28,71.8,0.0
4302659,Brochier,RS,65,GEV,899.4,0.1095,11.827,0.758,0.9989,5.78,71.0,0.0
4311791,Maratá,RS,65,Weibull,866.03,0.11,11.827,0.758,0.999,5.58,69.5,0.0
4312401,Montenegro,RS,65,Gama,813.67,0.1343,11.827,0.758,0.9991,5.87,69.3,0.0
4314035,Pareci Novo,RS,65,Weibull,870.79,0.1289,11.827,0.758,0.999,6.12,72.9,0.0
4316501,Salvador do Sul,RS,65,Weibull,906.24,0.098,11.827,0.758,0.999,5.53,71.5,0.0
4318614,São José do Sul,RS,65,Weibull,866.03,0.11,11.827,0.758,0.999,5.58,69.5,0.0
4319356,São Pedro da Serra,RS,65,Gama,891.3,0.1034,11.827,0.758,0.9991,5.59,72.1,0.0
4300877,Araricá,RS,65,Gama,864.48,0.1253,11.827,0.758,0.9991,6.0,73.6,0.0
4302352,Bom Princípio,RS,65,Gama,910.19,0.1146,11.827,0.758,0.9991,6.01,74.8,0.0
4303905,Campo Bom,RS,65,Log-Normal,854.25,0.1266,11.827,0.758,0.9992,5.97,72.8,0.0
4304689,Capela de Santana,RS,65,Log-Normal,842.76,0.1446,11.827,0.758,0.9991,6.39,72.4,0.0
4306403,Dois Irmãos,RS,65,GEV,851.12,0.1343,11.827,0.758,0.9992,6.16,73.7,0.0
4307609,Estância Velha,RS,65,Gama,849.29,0.1465,11.827,0.758,0.999,6.48,72.9,0.0
4309555,Harmonia,RS,65,Weibull,870.79,0.1289,11.827,0.758,0.999,6.12,72.9,0.0
4310801,Ivoti,RS,65,GEV,851.12,0.1343,11.827,0.758,0.9992,6.16,73.7,0.0
4311627,Lindolfo Collor,RS,65,Weibull,890.2,0.1135,11.827,0.758,0.999,5.84,73.0,0.0
4311643,Linha Nova,RS,65,Log-Normal,928.23,0.0996,11.827,0.758,0.9992,5.72,75.0,0.0
4312476,Morro Reuter,RS,65,Gumbel,882.05,0.1391,11.827,0.758,0.9992,6.53,76.4,0.0
4313060,Nova Hartz,RS,65,Gama,864.48,0.1253,11.827,0.758,0.9991,6.0,73.6,0.0
4313409,Novo Hamburgo,RS,65,Log-Normal,854.25,0.1266,11.827,0.758,0.9992,5.97,72.8,0.0
4314803,Portão,RS,65,Gama,849.29,0.1465,11.827,0.758,0.999,6.48,72.9,0.0
4315149,Presidente Lucena,RS,65,GEV,898.79,0.1125,11.827,0.758,0.9991,5.88,74.8,0.0
4316956,Santa Maria do Herval,RS,65,Gumbel,878.18,0.1398,11.827,0.758,0.9992,6.52,76.1,0.0
4318481,São José do Hortêncio,RS,65,Log-Normal,928.23,0.0996,11.827,0.758,0.9992,5.72,75.0,0.0
4318705,São Leopoldo,RS,65,Gumbel,844.54,0.1495,11.827,0.758,0.9991,6.55,73.4,0.0
4319505,São Sebastião do Caí,RS,65,Log-Normal,851.15,0.1348,11.827,0.758,0.9992,6.17,72.6,0.0
4319752,São Vendelino,RS,65,Log-Normal,924.44,0.1146,11.827,0.758,0.9992,6.11,76.4,0.0
4319901,Sapiranga,RS,65,Weibull,868.41,0.1473,11.827,0.758,0.999,6.65,75.7,0.0
4322251,Tupandi,RS,65,Normal,951.46,0.0847,11.827,0.758,0.9992,5.48,74.6,0.0
4300604,Alvorada,RS,65,Weibull,850.63,0.1394,11.827,0.758,0.9988,6.26,70.7,0.0
4301107,Arroio dos Ratos,RS,65,GEV,820.85,0.128,11.827,0.758,0.9989,5.75,67.3,0.0
4301750,Barão do Triunfo,RS,65,Weibull,854.59,0.1073,11.827,0.758,0.9989,5.44,67.3,0.0
4301909,Barra do Ribeiro,RS,65,Weibull,782.54,0.1288,11.827,0.758,0.9989,5.49,64.5,0.0
4303103,Cachoeirinha,RS,65,Gumbel,851.25,0.1573,11.827,0.758,0.9991,6.83,73.6,0.0
4304606,Canoas,RS,65,Gumbel,851.25,0.1573,11.827,0.758,0.9991,6.83,73.6,0.0
4304671,Capivari do Sul,RS,65,Weibull,775.42,0.1298,11.827,0.758,0.9989,5.47,63.8,0.0
4304713,Caraá,RS,65,Gama,761.07,0.1406,11.827,0.758,0.999,5.65,63.8,0.0
4306767,Eldorado do Sul,RS,65,Log-Normal,815.81,0.133,11.827,0.758,0.9991,5.86,67.9,0.0
4307708,Esteio,RS,65,Gumbel,851.25,0.1573,11.827,0.758,0.9991,6.83,73.6,0.0
4309050,Glorinha,RS,65,GEV,818.52,0.1211,11.827,0.758,0.9991,5.56,67.9,0.0
4309209,Gravataí,RS,65,Normal,908.76,0.0909,11.827,0.758,0.9991,5.38,70.6,0.0
4309308,Guaíba,RS,65,Normal,847.45,0.0917,11.827,0.758,0.9991,5.03,65.8,0.0
4311981,Mariana Pimentel,RS,65,Weibull,827.23,0.1202,11.827,0.758,0.9989,5.58,66.4,0.0
4312500,Mostardas,RS,65,GEV,651.37,0.1635,11.827,0.758,0.9992,5.4,58.4,0.0
4313375,Nova Santa Rita,RS,65,Log-Normal,832.6,0.1652,11.827,0.758,0.9991,6.93,73.0,0.0
4313656,Palmares do Sul,RS,65,Weibull,721.77,0.1869,11.827,0.758,0.9985,6.58,63.1,0.0
4314902,Porto Alegre,RS,65,Gumbel,801.24,0.1562,11.827,0.758,0.9991,6.4,69.3,0.0
4317608,Santo Antônio da Patrulha,RS,65,Weibull,786.28,0.1299,11.827,0.758,0.9989,5.55,64.9,0.0
4320008,Sapucaia do Sul,RS,65,Gumbel,844.54,0.1495,11.827,0.758,0.9991,6.55,73.4,0.0
4320552,Sertão Santana,RS,65,Weibull,833.96,0.111,11.827,0.758,0.9989,5.4,65.6,0.0
4321352,Tavares,RS,65,Gama,752.64,0.1269,11.827,0.758,0.9991,5.26,63.5,0.0
4323002,Viamão,RS,65,Weibull,787.39,0.1407,11.827,0.758,0.9988,5.83,65.4,0.0
4322525,Vale Verde,RS,65,GEV,845.02,0.1366,11.827,0.758,0.999,6.16,70.8,0.0
4310108,Igrejinha,RS,65,Gama,845.51,0.1224,11.827,0.758,0.9991,5.79,71.4,0.0
4314050,Parobé,RS,65,Normal,912.32,0.0812,11.827,0.758,0.9992,5.17,71.8,0.0
4315750,Riozinho,RS,65,Gumbel,720.82,0.1474,11.827,0.758,0.9991,5.54,62.4,0.0
4316006,Rolante,RS,65,GEV,784.13,0.1084,11.827,0.758,0.9991,5.02,64.0,0.0
4321204,Taquara,RS,65,Weibull,853.22,0.0922,11.827,0.758,0.9991,5.08,68.4,0.0
4321709,Três Coroas,RS,65,Weibull,843.42,0.1349,11.827,0.758,0.9989,6.09,71.0,0.0
4301057,Arroio do Sal,RS,65,GEV,735.63,0.2341,11.827,0.758,0.9994,8.49,74.1,0.0
4306551,Dom Pedro de Alcântara,RS,65,GEV,779.6,0.2101,11.827,0.758,0.9993,8.02,74.7,0.0
4311734,Mampituba,RS,65,GEV,732.78,0.2193,11.827,0.758,0.9994,7.88,72.0,0.0
4312443,Morrinhos do Sul,RS,65,Weibull,844.89,0.1659,11.827,0.758,0.9988,7.02,73.3,0.0
4321501,Torres,RS,65,Gumbel,845.33,0.1535,11.827,0.758,0.9991,6.67,73.7,0.0
4321667,Três Cachoeiras,RS,65,GEV,725.47,0.2333,11.827,0.758,0.9995,8.34,73.2,0.0
4321832,Três Forquilhas,RS,65,GEV,753.25,0.1931,11.827,0.758,0.9993,7.15,70.0,0.0
4301636,Balneário Pinhal,RS,65,Weibull,791.95,0.1316,11.827,0.758,0.9988,5.62,64.1,0.0
4304630,Capão da Canoa,RS,65,Log-Normal,771.32,0.1968,11.827,0.758,0.9992,7.44,72.1,0.0
4305454,Cidreira,RS,65,Weibull,797.29,0.1234,11.827,0.758,0.9989,5.46,64.3,0.0
4310330,Imbé,RS,65,Log-Normal,736.58,0.1611,11.827,0.758,0.9991,6.02,64.8,0.0
4310652,Itati,RS,65,GEV,764.42,0.1766,11.827,0.758,0.9992,6.72,68.9,0.0
4311775,Maquiné,RS,65,GEV,694.44,0.1593,11.827,0.758,0.9992,5.64,61.6,0.0
4313508,Osório,RS,65,Log-Normal,727.28,0.1717,11.827,0.758,0.9992,6.25,65.3,0.0
4321436,Terra de Areia,RS,65,GEV,736.43,0.2004,11.827,0.758,0.9994,7.25,70.2,0.0
4321600,Tramandaí,RS,65,Gama,754.75,0.1563,11.827,0.758,0.9989,6.01,64.3,0.0
4323804,Xangri-lá,RS,65,Gama,757.71,0.1504,11.827,0.758,0.999,5.88,65.7,0.0
4302105,Bento Gonçalves,RS,65,Gumbel,830.78,0.1593,11.827,0.758,0.999,6.72,71.6,0.0
4302253,Boa Vista do Sul,RS,65,Log-Normal,871.89,0.1338,11.827,0.758,0.999,6.28,71.8,0.0
4304804,Carlos Barbosa,RS,65,Gumbel,831.33,0.1603,11.827,0.758,0.999,6.76,71.8,0.0
4305934,Coronel Pilar,RS,65,Gumbel,816.19,0.1633,11.827,0.758,0.999,6.73,70.3,0.0
4305959,Cotiporã,RS,65,GEV,738.68,0.2156,11.827,0.758,0.9992,7.77,70.0,0.0
4307864,Fagundes Varela,RS,65,Gumbel,915.1,0.1624,11.827,0.758,0.999,7.51,79.2,0.0
4308607,Garibaldi,RS,65,Log-Normal,831.42,0.1488,11.827,0.758,0.999,6.41,70.3,0.0
4312385,Monte Belo do Sul,RS,65,GEV,780.37,0.1779,11.827,0.758,0.9991,6.89,69.4,0.0
4314548,Pinto Bandeira,RS,65,Gumbel,856.66,0.1635,11.827,0.758,0.999,7.07,73.8,0.0
4317251,Santa Tereza,RS,65,Gumbel,816.19,0.1633,11.827,0.758,0.999,6.73,70.3,0.0
4319711,São Valentim do Sul,RS,65,Gumbel,814.56,0.1647,11.827,0.758,0.999,6.75,70.4,0.0
4322806,Veranópolis,RS,65,Gumbel,861.0,0.1734,11.827,0.758,0.9989,7.42,73.8,0.0
4323309,Vila Flores,RS,65,Gumbel,861.56,0.169,11.827,0.758,0.9989,7.28,74.5,0.0
4300802,Antônio Prado,RS,65,Log-Normal,840.91,0.2018,11.827,0.758,0.9989,8.25,75.0,0.0
4303608,Cambará do Sul,RS,65,GEV,749.45,0.1879,11.827,0.758,0.9993,6.95,69.2,0.0
4303673,Campestre da Serra,RS,65,GEV,818.88,0.1633,11.827,0.758,0.9991,6.75,71.2,0.0
4305108,Caxias do Sul,RS,65,Log-Normal,870.25,0.1418,11.827,0.758,0.9991,6.51,74.0,0.0
4307906,Farroupilha,RS,65,GEV,905.37,0.1472,11.827,0.758,0.9991,6.94,77.9,0.0
4308201,Flores da Cunha,RS,65,GEV,810.29,0.1841,11.827,0.758,0.9991,7.37,73.0,0.0
4310439,Ipê,RS,65,GEV,831.88,0.1856,11.827,0.758,0.9991,7.61,74.7,0.0
4313086,Nova Pádua,RS,65,Log-Normal,802.25,0.2091,11.827,0.758,0.999,8.16,73.8,0.0
4313359,Nova Roma do Sul,RS,65,Gumbel,867.61,0.1642,11.827,0.758,0.999,7.18,75.1,0.0
4318200,São Francisco de Paula,RS,65,GEV,806.81,0.1489,11.827,0.758,0.9991,6.24,69.6,0.0
4319000,São Marcos,RS,65,GEV,817.68,0.182,11.827,0.758,0.9992,7.37,74.0,0.0
4300703,Anta Gorda,RS,65,Gumbel,858.52,0.1688,11.827,0.758,0.9989,7.25,74.5,0.0
4310306,Ilópolis,RS,65,Gumbel,939.52,0.1652,11.827,0.758,0.999,7.81,81.2,0.0
4315206,Putinga,RS,65,GEV,790.52,0.2252,11.827,0.758,0.9992,8.7,76.0,0.0
4304622,Capão Bonito do Sul,RS,65,GEV,909.58,0.1404,11.827,0.758,0.9989,6.74,75.6,0.0
4311304,Lagoa Vermelha,RS,65,GEV,925.39,0.1316,11.827,0.758,0.999,6.59,76.8,0.0
4312757,Nova Alvorada,RS,65,GEV,1058.72,0.1317,11.827,0.758,0.999,7.55,88.2,0.0
4300661,André da Rocha,RS,65,GEV,761.61,0.2062,11.827,0.758,0.9992,7.66,70.5,0.0
4306452,Dois Lajeados,RS,65,Gumbel,827.96,0.159,11.827,0.758,0.999,6.69,71.8,0.0
4309258,Guabiju,RS,65,Weibull,801.85,0.1857,11.827,0.758,0.9987,7.29,71.0,0.0
4309407,Guaporé,RS,65,Gumbel,857.53,0.1677,11.827,0.758,0.999,7.2,74.1,0.0
4312351,Montauri,RS,65,Log-Normal,946.32,0.1544,11.827,0.758,0.999,7.49,80.9,0.0
4312807,Nova Araçá,RS,65,Weibull,810.2,0.1821,11.827,0.758,0.9988,7.25,72.4,0.0
4312906,Nova Bassano,RS,65,GEV,838.47,0.1843,11.827,0.758,0.999,7.61,74.3,0.0
4313300,Nova Prata,RS,65,Gumbel,896.97,0.1667,11.827,0.758,0.999,7.5,77.7,0.0
4314001,Paraí,RS,65,GEV,859.76,0.1681,11.827,0.758,0.999,7.24,74.6,0.0
4315172,Protásio Alves,RS,65,GEV,750.5,0.2316,11.827,0.758,0.9993,8.52,73.7,0.0
4318440,São Jorge,RS,65,GEV,834.61,0.168,11.827,0.758,0.999,7.03,72.4,0.0
4320404,Serafina Corrêa,RS,65,Gumbel,936.61,0.1604,11.827,0.758,0.999,7.62,81.0,0.0
4322350,União da Serra,RS,65,Gumbel,969.65,0.1616,11.827,0.758,0.999,7.93,83.6,0.0
4323606,Vista Alegre do Prata,RS,65,Log-Normal,934.25,0.1613,11.827,0.758,0.999,7.62,79.6,0.0
4301404,Arvorezinha,RS,65,Gama,1001.24,0.1459,11.827,0.758,0.9989,7.61,83.5,0.0
4310579,Itapuca,RS,65,Gama,1039.14,0.1462,11.827,0.758,0.9989,7.91,87.4,0.0
4302303,Bom Jesus,RS,65,GEV,743.41,0.1855,11.827,0.758,0.9992,6.81,67.8,0.0
4307401,Esmeralda,RS,65,Log-Normal,832.48,0.1779,11.827,0.758,0.9991,7.35,74.4,0.0
4311122,Jaquirana,RS,65,GEV,817.11,0.1492,11.827,0.758,0.9991,6.32,69.9,0.0
4312377,Monte Alegre dos Campos,RS,65,Gumbel,822.93,0.1486,11.827,0.758,0.9991,6.35,71.6,0.0
4312617,Muitos Capões,RS,65,Gumbel,804.49,0.1603,11.827,0.758,0.999,6.54,69.2,0.0
4314464,Pinhal da Serra,RS,65,Gumbel,881.43,0.1553,11.827,0.758,0.9991,7.01,76.1,0.0
4318622,São José dos Ausentes,RS,65,Log-Normal,811.4,0.1102,11.827,0.758,0.9991,5.25,65.1,0.0
4322509,Vacaria,RS,65,Log-Normal,828.01,0.1385,11.827,0.758,0.999,6.09,69.0,0.0
4300471,Almirante Tamandaré do Sul,RS,65,Gumbel,921.39,0.1524,11.827,0.758,0.9991,7.23,79.3,0.0
4301958,Barra Funda,RS,65,GEV,928.68,0.1445,11.827,0.758,0.9992,7.04,81.0,0.0
4304705,Carazinho,RS,65,GEV,985.92,0.1303,11.827,0.758,0.9989,6.97,80.3,0.0
4305306,Chapada,RS,65,Weibull,1021.23,0.0996,11.827,0.758,0.999,6.28,80.9,0.0
4305603,Colorado,RS,65,Normal,1103.67,0.1094,11.827,0.758,0.9989,7.09,83.3,0.0
4305801,Constantina,RS,65,Gumbel,981.28,0.1408,11.827,0.758,0.9992,7.32,85.1,0.0
4305850,Coqueiros do Sul,RS,65,GEV,979.63,0.1377,11.827,0.758,0.9991,7.19,83.4,0.0
4306924,Engenho Velho,RS,65,Gumbel,983.18,0.1397,11.827,0.758,0.9992,7.29,85.5,0.0
4312658,Não-Me-Toque,RS,65,Normal,1111.27,0.1005,11.827,0.758,0.999,6.86,85.2,0.0
4312955,Nova Boa Vista,RS,65,Weibull,1000.83,0.1029,11.827,0.758,0.999,6.25,79.9,0.0
4313466,Novo Xingu,RS,65,Gumbel,981.28,0.1408,11.827,0.758,0.9992,7.32,85.1,0.0
4316204,Rondinha,RS,65,Weibull,964.42,0.1405,11.827,0.758,0.999,7.15,82.7,0.0
4316436,Saldanha Marinho,RS,65,Weibull,1055.46,0.1232,11.827,0.758,0.9988,7.21,82.8,0.0
4317756,Santo Antônio do Planalto,RS,65,GEV,1056.82,0.1097,11.827,0.758,0.9989,6.79,83.6,0.0
4320107,Sarandi,RS,65,Gumbel,946.62,0.145,11.827,0.758,0.9992,7.19,81.9,0.0
4305207,Cerro Largo,RS,65,Gumbel,934.8,0.1506,11.827,0.758,0.9991,7.28,80.5,0.0
4312179,Mato Queimado,RS,65,Gumbel,946.34,0.1514,11.827,0.758,0.9991,7.4,81.6,0.0
4315107,Porto Xavier,RS,65,Log-Normal,1059.4,0.1257,11.827,0.758,0.9992,7.37,89.7,0.0
4316303,Roque Gonzales,RS,65,GEV,1022.63,0.1282,11.827,0.758,0.9992,7.2,87.8,0.0
4316477,Salvador das Missões,RS,65,Gumbel,936.9,0.1488,11.827,0.758,0.9991,7.24,81.0,0.0
4319307,São Paulo das Missões,RS,65,Weibull,1059.89,0.1046,11.827,0.758,0.9991,6.68,85.9,0.0
4319372,São Pedro do Butiá,RS,65,Log-Normal,965.07,0.1312,11.827,0.758,0.9993,6.9,83.7,0.0
4322343,Ubiretama,RS,65,Gumbel,912.78,0.1434,11.827,0.758,0.9992,6.89,78.9,0.0
4302220,Boa Vista do Cadeado,RS,65,Log-Normal,1012.83,0.1444,11.827,0.758,0.999,7.65,84.0,0.0
4302238,Boa Vista do Incra,RS,65,Log-Normal,938.04,0.1296,11.827,0.758,0.999,6.62,76.4,0.0
4306106,Cruz Alta,RS,65,Log-Normal,891.18,0.1842,11.827,0.758,0.9991,8.09,80.1,0.0
4308458,Fortaleza dos Valos,RS,65,Log-Normal,949.85,0.142,11.827,0.758,0.9989,7.09,77.8,0.0
4310009,Ibirubá,RS,65,Gama,984.7,0.1667,11.827,0.758,0.9988,8.21,83.7,0.0
4310876,Jacuizinho,RS,65,Gumbel,927.91,0.1593,11.827,0.758,0.999,7.51,80.4,0.0
4315354,Quinze de Novembro,RS,65,Gama,1011.65,0.1479,11.827,0.758,0.9989,7.75,84.0,0.0
4316451,Salto do Jacuí,RS,65,GEV,944.5,0.1558,11.827,0.758,0.9988,7.5,78.7,0.0
4316709,Santa Bárbara do Sul,RS,65,Weibull,1001.42,0.1432,11.827,0.758,0.9987,7.49,82.2,0.0
4320305,Selbach,RS,65,Log-Normal,939.8,0.1831,11.827,0.758,0.999,8.48,83.4,0.0
4300901,Aratiba,RS,65,Weibull,887.03,0.1386,11.827,0.758,0.999,6.52,76.2,0.0
4301552,Áurea,RS,65,GEV,850.71,0.1526,11.827,0.758,0.9992,6.7,75.1,0.0
4301701,Barão de Cotegipe,RS,65,Weibull,925.1,0.1438,11.827,0.758,0.9989,6.95,78.5,0.0
4301925,Barra do Rio Azul,RS,65,Weibull,948.34,0.134,11.827,0.758,0.9989,6.82,79.2,0.0
4302055,Benjamin Constant do Sul,RS,65,Weibull,1057.37,0.1181,11.827,0.758,0.9989,7.07,85.3,0.0
4303806,Campinas do Sul,RS,65,Gumbel,970.55,0.1517,11.827,0.758,0.9991,7.6,84.0,0.0
4304853,Carlos Gomes,RS,65,Weibull,929.63,0.1222,11.827,0.758,0.9989,6.33,75.9,0.0
4305116,Centenário,RS,65,Gumbel,866.53,0.1569,11.827,0.758,0.9991,6.94,74.4,0.0
4306130,Cruzaltense,RS,65,Gama,991.37,0.1437,11.827,0.758,0.999,7.46,84.2,0.0
4306957,Entre Rios do Sul,RS,65,Weibull,1057.15,0.116,11.827,0.758,0.999,7.01,85.7,0.0
4306973,Erebango,RS,65,Log-Normal,890.49,0.1377,11.827,0.758,0.9992,6.54,76.0,0.0
4307005,Erechim,RS,65,Gama,876.05,0.1377,11.827,0.758,0.9991,6.43,75.0,0.0
4307203,Erval Grande,RS,65,Gumbel,919.79,0.1346,11.827,0.758,0.9992,6.67,79.9,0.0
4307559,Estação,RS,65,Log-Normal,960.44,0.1378,11.827,0.758,0.9991,7.05,80.3,0.0
4308052,Faxinalzinho,RS,65,Weibull,1028.15,0.1085,11.827,0.758,0.999,6.59,83.4,0.0
4308250,Floriano Peixoto,RS,65,Gumbel,866.53,0.1569,11.827,0.758,0.9991,6.94,74.4,0.0
4308706,Gaurama,RS,65,Gumbel,854.54,0.1376,11.827,0.758,0.9992,6.28,74.4,0.0
4308904,Getúlio Vargas,RS,65,Gama,880.17,0.1497,11.827,0.758,0.999,6.81,76.0,0.0
4310462,Ipiranga do Sul,RS,65,GEV,967.29,0.1358,11.827,0.758,0.999,7.03,81.0,0.0
4310702,Itatiba do Sul,RS,65,Gumbel,890.96,0.1401,11.827,0.758,0.9992,6.62,77.3,0.0
4310900,Jacutinga,RS,65,Log-Normal,976.63,0.1283,11.827,0.758,0.9991,6.86,80.8,0.0
4311908,Marcelino Ramos,RS,65,GEV,838.52,0.1379,11.827,0.758,0.9993,6.18,73.5,0.0
4312005,Mariano Moro,RS,65,GEV,834.55,0.1598,11.827,0.758,0.9992,6.8,74.2,0.0
4314134,Paulo Bento,RS,65,Gumbel,895.72,0.1431,11.827,0.758,0.9992,6.75,77.7,0.0
4314787,Ponte Preta,RS,65,Gama,966.7,0.1513,11.827,0.758,0.9989,7.53,82.6,0.0
4315313,Quatro Irmãos,RS,65,Log-Normal,976.63,0.1283,11.827,0.758,0.9991,6.86,80.8,0.0
4319703,São Valentim,RS,65,Log-Normal,922.7,0.1611,11.827,0.758,0.9992,7.55,81.4,0.0
4320602,Severiano de Almeida,RS,65,Log-Normal,830.57,0.1611,11.827,0.758,0.9992,6.8,73.7,0.0
4321634,Três Arroios,RS,65,GEV,822.42,0.1554,11.827,0.758,0.9993,6.57,73.8,0.0
4322905,Viadutos,RS,65,Gumbel,844.27,0.1529,11.827,0.758,0.9991,6.64,72.9,0.0
4300646,Ametista do Sul,RS,65,Normal,1091.67,0.085,11.827,0.758,0.9992,6.29,85.5,0.0
4302154,Boa Vista das Missões,RS,65,Weibull,1054.93,0.0996,11.827,0.758,0.999,6.49,84.1,0.0
4303400,Caiçara,RS,65,Weibull,1012.93,0.1037,11.827,0.758,0.9991,6.35,82.1,0.0
4306072,Cristal do Sul,RS,65,GEV,1016.76,0.1353,11.827,0.758,0.9991,7.38,86.6,0.0
4307302,Erval Seco,RS,65,Log-Normal,873.78,0.1421,11.827,0.758,0.9992,6.56,76.2,0.0
4308508,Frederico Westphalen,RS,65,Normal,1085.29,0.0823,11.827,0.758,0.9992,6.18,85.3,0.0
4310504,Iraí,RS,65,Normal,1081.93,0.0809,11.827,0.758,0.9992,6.13,85.2,0.0
4310850,Jaboticaba,RS,65,Weibull,998.03,0.1124,11.827,0.758,0.999,6.51,80.5,0.0
4311601,Liberato Salzano,RS,65,Log-Normal,995.95,0.1409,11.827,0.758,0.9992,7.44,87.1,0.0
4313441,Novo Tiradentes,RS,65,Gumbel,962.72,0.1415,11.827,0.758,0.9992,7.2,83.5,0.0
4313805,Palmitinho,RS,65,Weibull,897.51,0.1216,11.827,0.758,0.9991,6.11,76.1,0.0
4314456,Pinhal,RS,65,Gumbel,962.72,0.1415,11.827,0.758,0.9992,7.2,83.5,0.0
4314498,Pinheirinho do Vale,RS,65,Weibull,969.46,0.0984,11.827,0.758,0.9991,5.94,78.4,0.0
4315909,Rodeio Bonito,RS,65,GEV,1016.76,0.1353,11.827,0.758,0.9991,7.38,86.6,0.0
4320206,Seberi,RS,65,Weibull,865.06,0.1484,11.827,0.758,0.9989,6.65,74.6,0.0
4321329,Taquaruçu do Sul,RS,65,Weibull,919.16,0.1148,11.827,0.758,0.9991,6.07,76.5,0.0
4323101,Vicente Dutra,RS,65,Log-Normal,1066.59,0.0834,11.827,0.758,0.9992,6.11,85.3,0.0
4323507,Vista Alegre,RS,65,Weibull,922.17,0.1201,11.827,0.758,0.999,6.23,76.9,0.0
4300208,Ajuricaba,RS,65,Gumbel,1018.23,0.1516,11.827,0.758,0.9991,7.96,87.7,0.0
4301503,Augusto Pestana,RS,65,Gama,1014.01,0.1372,11.827,0.758,0.999,7.41,85.4,0.0
4302584,Bozano,RS,65,Weibull,1071.42,0.1273,11.827,0.758,0.9989,7.47,87.4,0.0
4305009,Catuípe,RS,65,Log-Normal,1056.23,0.1098,11.827,0.758,0.9991,6.82,85.1,0.0
4305405,Chiapetta,RS,65,Gama,1041.62,0.1183,11.827,0.758,0.999,6.98,83.8,0.0
4305702,Condor,RS,65,Gama,1017.3,0.1335,11.827,0.758,0.999,7.31,84.0,0.0
4305871,Coronel Barros,RS,65,Gumbel,979.89,0.1488,11.827,0.758,0.9991,7.57,84.4,0.0
4305900,Coronel Bicaco,RS,65,Weibull,959.83,0.1014,11.827,0.758,0.999,5.95,75.3,0.0
4310207,Ijuí,RS,65,Weibull,1067.43,0.1303,11.827,0.758,0.9988,7.54,86.7,0.0
4310413,Inhacorá,RS,65,Log-Normal,1046.09,0.1085,11.827,0.758,0.9991,6.71,84.3,0.0
4311155,Jóia,RS,65,Weibull,915.26,0.1051,11.827,0.758,0.999,5.78,73.9,0.0
4313334,Nova Ramada,RS,65,Weibull,1073.96,0.1179,11.827,0.758,0.999,7.18,87.4,0.0
4313904,Panambi,RS,65,GEV,1038.36,0.1363,11.827,0.758,0.999,7.55,86.1,0.0
4314308,Pejuçara,RS,65,Log-Normal,1044.79,0.1294,11.827,0.758,0.999,7.37,85.8,0.0
4317806,Santo Augusto,RS,65,Log-Normal,1006.89,0.111,11.827,0.758,0.9992,6.54,82.8,0.0
4319737,São Valério do Sul,RS,65,GEV,963.88,0.1132,11.827,0.758,0.999,6.31,79.0,0.0
4301800,Barracão,RS,65,Log-Normal,890.54,0.1489,11.827,0.758,0.9992,6.89,77.3,0.0
4303202,Cacique Doble,RS,65,Gumbel,943.57,0.1599,11.827,0.758,0.999,7.66,81.1,0.0
4304952,Caseiros,RS,65,Gama,926.24,0.1126,11.827,0.758,0.9991,6.05,74.8,0.0
4309902,Ibiraiaras,RS,65,Gumbel,786.4,0.1596,11.827,0.758,0.999,6.38,68.1,0.0
4311700,Machadinho,RS,65,GEV,824.2,0.15,11.827,0.758,0.9993,6.43,73.6,0.0
4318606,São José do Ouro,RS,65,Weibull,970.06,0.1176,11.827,0.758,0.999,6.48,78.8,0.0
4322186,Tupanci do Sul,RS,65,GEV,976.97,0.1265,11.827,0.758,0.999,6.8,80.9,0.0
4303558,Camargo,RS,65,Log-Normal,1031.68,0.1289,11.827,0.758,0.9991,7.27,85.7,0.0
4304903,Casca,RS,65,Gumbel,867.36,0.1562,11.827,0.758,0.9991,6.92,74.9,0.0
4305504,Ciríaco,RS,65,Log-Normal,984.27,0.1321,11.827,0.758,0.9991,7.04,81.9,0.0
4306304,David Canabarro,RS,65,Gama,898.85,0.1411,11.827,0.758,0.9989,6.68,74.4,0.0
